,B,C,D,E,F,L,A,,Basal,index_all
"pmi,hprK,mnhD_1,group",0.119318182,0.060606061,0,0.090909091,0.127868852,0,0.106392484,0.505094669,0.948948949,0.629163154
"phoA,clpB,odhB,group",0,0.119318182,0,0.090909091,0.18852459,0,0.10690902,0.505660883,0.917417417,0.627670066
"pmi,clpB,thiM,group",0.060606061,0.176136364,0,0.090909091,0.127868852,0,0.052072427,0.507592794,0.906906907,0.608590492
"pmi,hprK,pdhD,group",0.060606061,0.119318182,0,0.090909091,0.186885246,0,0.051988664,0.509707243,0.927927928,0.60835909
"pmi,clpB,dnaI,group",0.060606061,0.119318182,0,0.090909091,0.187978142,0,0.052072427,0.510883902,0.908408408,0.608331543
"pmi,clpB,fmt,group",0.060606061,0.119318182,0,0.090909091,0.187978142,0,0.062347308,0.521158783,0.905405405,0.612375553
"pmi,hprK,sua5,group",0.119318182,0.119318182,0,0.090909091,0.127868852,0,0.067191579,0.524605886,0.929429429,0.614645488
"pmi,clpB,mnhD_1,group",0.060606061,0.119318182,0,0.090909091,0.127868852,0,0.131130377,0.529832562,0.944444444,0.639058308
"pmi,clpB,pdhD,group",0,0.176136364,0,0.090909091,0.186885246,0,0.077494381,0.531425081,0.905405405,0.618309339
"phoA,clpB,cbiO_1,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.07234298,0.531700903,0.929429429,0.614937494
"pmi,hprK,odhB,group",0.060606061,0.119318182,0,0.090909091,0.158469945,0,0.10692298,0.536226259,0.923423423,0.629559842
"pmi,clpB,sua5,group",0.060606061,0.176136364,0,0.090909091,0.127868852,0,0.092487889,0.548008257,0.927927928,0.624617775
"pmi,clpB,odhB,group",0,0.176136364,0,0.090909091,0.158469945,0,0.131660873,0.557176273,0.908408408,0.639410919
"pmi,clpB,cbiO_1,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.097583449,0.583704909,0.92042042,0.626909748
