,B,C,D,E,F,L,A,,Basal,index_all
"phoA,clpB,mntB,ctaA,group",0,0.060606061,0,0,0.218032787,0,0.052086387,0.330725235,0.941441441,0.606067117
"phoA,clpB,ctaA,plsY,group",0,0.060606061,0,0,0.218032787,0,0.052086387,0.330725235,0.926426426,0.606012022
"phoA,hprK,rpoC,ctaA,group",0.060606061,0.060606061,0,0,0.18852459,0,0.021010456,0.330747168,0.951951952,0.593709195
"phoA,hprK,ctaA,prfA,group",0.060606061,0.060606061,0,0,0.18852459,0,0.021010456,0.330747168,0.938438438,0.594364831
"phoA,hprK,pitA,ctaA,group",0.060606061,0,0,0.090909091,0.158469945,0,0.021010456,0.330995553,0.954954955,0.593351074
"phoA,hprK,fhuA_2~~~fhuA_1,pknB,group",0.060606061,0,0,0,0.245355191,0,0.02624562,0.332206872,0.960960961,0.596205021
"phoA,clpB,rpoC,carB,group",0,0.119318182,0,0,0.18852459,0,0.026203739,0.334046511,0.954954955,0.595753238
"phoA,clpB,carB,prfA,group",0,0.119318182,0,0,0.18852459,0,0.026203739,0.334046511,0.926426426,0.596375817
"phoA,hprK,carB,mqo1,group",0.119318182,0,0,0,0.158469945,0,0.057042342,0.334830469,0.951951952,0.60835909
"phoA,hprK,gatA,prfA,group",0.060606061,0.060606061,0,0,0.18852459,0,0.026161857,0.335898569,0.938438438,0.596403365
"pmi,hprK,mfd,carB,group",0.060606061,0.060606061,0,0,0.18852459,0,0.026231659,0.335968371,0.962462462,0.598050721
"phoA,hprK,mntC,pknB,group",0.060606061,0,0,0.090909091,0.158469945,0,0.02624562,0.336230717,0.960960961,0.595444703
"phoA,hprK,rpoC,atpB_2,group",0.060606061,0.119318182,0,0,0.158469945,0,0,0.338394188,0.956456456,0.585990314
"phoA,hprK,pbpA,atpB_2,group",0.119318182,0.060606061,0,0,0.158469945,0,0,0.338394188,0.944444444,0.585940728
"phoA,clpB,rnc,atpB_2,group",0,0.119318182,0,0,0.187978142,0,0.031410981,0.338707305,0.915915916,0.598392313
"phoA,clpB,typA,atpB_2,group",0,0.119318182,0,0,0.187978142,0,0.031410981,0.338707305,0.915915916,0.598392313
"phoA,hprK,trkA,gatA,group",0.119318182,0.060606061,0,0,0.127868852,0,0.0313691,0.339162195,0.941441441,0.597351008
"phoA,clpB,trkA,atpB_2,group",0.060606061,0.119318182,0,0,0.127868852,0,0.031410981,0.339204076,0.923423423,0.597990116
"phoA,clpB,mntB,atpB_2,group",0,0.119318182,0,0,0.18852459,0,0.031410981,0.339253753,0.951951952,0.598530052
"phoA,clpB,plsY,atpB_2,group",0,0.119318182,0,0,0.18852459,0,0.031410981,0.339253753,0.927927928,0.598441899
"pmi,hprK,fhuA_2~~~fhuA_1,carB,group",0.060606061,0.060606061,0,0,0.186885246,0,0.031438902,0.339536269,0.959459459,0.600078236
"phoA,hprK,abcA,carB,group",0.060606061,0.060606061,0,0.090909091,0.127868852,0,0,0.339990065,0.966966967,0.584954519
"phoA,hprK,carB,tgt,group",0.060606061,0.060606061,0,0.090909091,0.127868852,0,0,0.339990065,0.945945946,0.584877385
"phoA,clpB,murD,atpB_2,group",0,0.119318182,0,0,0.158469945,0,0.062305426,0.340093554,0.915915916,0.610320491
"phoA,hprK,rnc,gatA,group",0.060606061,0.060606061,0,0,0.187978142,0,0.0313691,0.340559363,0.936936937,0.597747696
"phoA,hprK,typA,gatA,group",0.060606061,0.060606061,0,0,0.187978142,0,0.0313691,0.340559363,0.936936937,0.597747696
"phoA,hprK,mntB,gatA,group",0.060606061,0.060606061,0,0,0.18852459,0,0.0313691,0.341105811,0.951951952,0.597808301
"phoA,hprK,plsY,gatA,group",0.060606061,0.060606061,0,0,0.18852459,0,0.0313691,0.341105811,0.936936937,0.597753205
"pmi,hprK,carB,aroA,group",0.060606061,0.060606061,0,0,0.18852459,0,0.031424942,0.341161653,0.95045045,0.600056197
"pmi,hprK,carB,obgE,group",0.060606061,0.060606061,0,0,0.18852459,0,0.031424942,0.341161653,0.938438438,0.600012121
"phoA,clpB,pitA,carB,group",0,0.060606061,0,0.090909091,0.158469945,0,0.031410981,0.341396078,0.942942943,0.597406103
"phoA,hprK,mntB,pbpA,group",0.119318182,0,0,0,0.218032787,0,0.005277045,0.342628014,0.960960961,0.587824995
"phoA,hprK,pbpA,plsY,group",0.119318182,0,0,0,0.218032787,0,0.005277045,0.342628014,0.942942943,0.58775888
"phoA,clpB,mntB,rnc,group",0,0.060606061,0,0,0.246448087,0,0.036604264,0.343658412,0.95045045,0.600260051
"phoA,clpB,mntB,typA,group",0,0.060606061,0,0,0.246448087,0,0.036604264,0.343658412,0.95045045,0.600260051
"phoA,clpB,rnc,plsY,group",0,0.060606061,0,0,0.246448087,0,0.036604264,0.343658412,0.926426426,0.600171898
"phoA,clpB,typA,plsY,group",0,0.060606061,0,0,0.246448087,0,0.036604264,0.343658412,0.926426426,0.600171898
"phoA,hprK,rpoC,trkA,group",0.119318182,0.060606061,0,0,0.158469945,0,0.005277045,0.343671233,0.962462462,0.587411778
"phoA,hprK,carB,dinG,group",0.119318182,0.060606061,0,0,0.158469945,0,0.005277045,0.343671233,0.947447447,0.587356683
"phoA,hprK,trkA,prfA,group",0.119318182,0.060606061,0,0,0.158469945,0,0.005277045,0.343671233,0.942942943,0.588023338
"phoA,hprK,rpoC,rnc,group",0.060606061,0.060606061,0,0,0.217486339,0,0.005277045,0.343975505,0.960960961,0.587808466
"phoA,hprK,rpoC,typA,group",0.060606061,0.060606061,0,0,0.217486339,0,0.005277045,0.343975505,0.960960961,0.587808466
"phoA,hprK,mntB,ctrA,group",0.060606061,0.060606061,0,0,0.217486339,0,0.005277045,0.343975505,0.947447447,0.588464103
"phoA,hprK,rnc,prfA,group",0.060606061,0.060606061,0,0,0.217486339,0,0.005277045,0.343975505,0.938438438,0.588431045
"phoA,hprK,typA,prfA,group",0.060606061,0.060606061,0,0,0.217486339,0,0.005277045,0.343975505,0.938438438,0.588431045
"phoA,clpB,mfd,plsY,group",0,0.060606061,0,0,0.246994536,0,0.036604264,0.34420486,0.962462462,0.600309637
"phoA,clpB,mntB,plsY,group",0,0.060606061,0,0,0.246994536,0,0.036604264,0.34420486,0.956456456,0.600287599
"phoA,hprK,rpoC,plsY,group",0.060606061,0.060606061,0,0,0.218032787,0,0.005277045,0.344521953,0.960960961,0.587813976
"phoA,hprK,rpoC,obgE,group",0.060606061,0.060606061,0,0,0.218032787,0,0.005277045,0.344521953,0.962462462,0.587819485
"phoA,hprK,mntB,prfA,group",0.060606061,0.060606061,0,0,0.218032787,0,0.005277045,0.344521953,0.956456456,0.588502669
"phoA,hprK,plsY,prfA,group",0.060606061,0.060606061,0,0,0.218032787,0,0.005277045,0.344521953,0.938438438,0.588436555
"phoA,hprK,pitA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.127868852,0,0.005277045,0.345267109,0.95045045,0.587687256
"phoA,hprK,qoxA,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.127868852,0,0.005277045,0.345267109,0.938438438,0.587643179
"pmi,hprK,mntC,carB,group",0.060606061,0.060606061,0,0.090909091,0.096721311,0,0.036618224,0.345460748,0.959459459,0.601328904
"phoA,clpB,mntB,murD,group",0,0.060606061,0,0,0.218032787,0,0.067414946,0.346053794,0.95045045,0.61216619
"phoA,clpB,murD,plsY,group",0,0.060606061,0,0,0.218032787,0,0.067414946,0.346053794,0.926426426,0.612078037
"phoA,hprK,rpoC,murD,group",0.060606061,0.060606061,0,0,0.18852459,0,0.036590303,0.346327014,0.960960961,0.59990744
"phoA,hprK,murD,prfA,group",0.060606061,0.060606061,0,0,0.18852459,0,0.036590303,0.346327014,0.938438438,0.600530019
"phoA,clpB,mntB,trkA,group",0.060606061,0.060606061,0,0,0.18852459,0,0.036604264,0.346340975,0.954954955,0.599890911
"phoA,clpB,trkA,plsY,group",0.060606061,0.060606061,0,0,0.18852459,0,0.036604264,0.346340975,0.930930931,0.599802758
"phoA,hprK,mfd,aroA,group",0.060606061,0,0,0,0.275409836,0,0.010540129,0.346556026,0.96996997,0.590326331
"phoA,hprK,mfd,obgE,group",0.060606061,0,0,0,0.275409836,0,0.010540129,0.346556026,0.963963964,0.590304292
"phoA,hprK,aroA,obgE,group",0.060606061,0,0,0,0.275409836,0,0.010540129,0.346556026,0.953453453,0.590265726
"phoA,clpB,mnh_A1,carB,group",0,0.060606061,0,0.090909091,0.158469945,0,0.036604264,0.34658936,0.954954955,0.599505242
"phoA,hprK,mfd,pnpA,group",0.119318182,0,0,0,0.218032787,0,0.010540129,0.347891098,0.966966967,0.589929643
"phoA,hprK,mfd,pycA,group",0.119318182,0,0,0,0.218032787,0,0.010540129,0.347891098,0.953453453,0.589880057
"phoA,hprK,pnpA,aroA,group",0.119318182,0,0,0,0.218032787,0,0.010540129,0.347891098,0.957957958,0.589896586
"phoA,hprK,pycA,aroA,group",0.119318182,0,0,0,0.218032787,0,0.010540129,0.347891098,0.953453453,0.589880057
"phoA,hprK,pnpA,obgE,group",0.119318182,0,0,0,0.218032787,0,0.010540129,0.347891098,0.942942943,0.58984149
"phoA,hprK,pycA,obgE,group",0.119318182,0,0,0,0.218032787,0,0.010540129,0.347891098,0.938438438,0.589824962
"phoA,hprK,pitA,trkA,group",0.119318182,0,0,0.090909091,0.127868852,0,0.010540129,0.348636254,0.959459459,0.58910872
"phoA,hprK,purL,atpB_2,group",0.119318182,0.060606061,0,0,0.158469945,0,0.010526169,0.348920357,0.938438438,0.59008391
"phoA,hprK,priA,atpB_2,group",0.060606061,0.119318182,0,0,0.158469945,0,0.010540129,0.348934317,0.93993994,0.590100439
"phoA,clpB,mfd,pknB,group",0,0.060606061,0,0,0.246994536,0,0.041783585,0.349384181,0.959459459,0.602348171
"phoA,clpB,pknB,aroA,group",0,0.060606061,0,0,0.246994536,0,0.041783585,0.349384181,0.941441441,0.602282056
"phoA,clpB,pknB,obgE,group",0,0.060606061,0,0,0.246994536,0,0.041783585,0.349384181,0.926426426,0.60222696
"pmi,hprK,ctaA,atpB_2,group",0.060606061,0.119318182,0,0,0.127868852,0,0.041797546,0.349590641,0.929429429,0.604337118
"phoA,hprK,pitA,rnc,group",0.060606061,0,0,0.090909091,0.187978142,0,0.010540129,0.350033423,0.954954955,0.589505408
"phoA,hprK,pitA,typA,group",0.060606061,0,0,0.090909091,0.187978142,0,0.010540129,0.350033423,0.954954955,0.589505408
"phoA,hprK,fhuA_2~~~fhuA_1,aroA,group",0.060606061,0,0,0,0.273770492,0,0.015789253,0.350165806,0.968468468,0.592381393
"phoA,hprK,mnh_A1,atpB_2,group",0.060606061,0.060606061,0,0.090909091,0.127868852,0,0.010540129,0.350530194,0.956456456,0.589791904
"phoA,hprK,pitA,tdk,group",0.060606061,0.060606061,0,0.090909091,0.127868852,0,0.010540129,0.350530194,0.95045045,0.589769866
