,B,C,D,E,F,L,A,,Basal,index_all
"pmi,hprK,scpB,murZ,group",0.119318182,0.176136364,0,0,0.218032787,0,0.087434211,0.600921544,0.954954955,0.623686661
"phoA,hprK,rarA,drm,group",0.119318182,0.060606061,0,0.090909091,0.18852459,0,0.141572783,0.600930706,0.954954955,0.642424643
"pmi,hprK,dinG,mqo1,group",0.176136364,0.119318182,0,0,0.218032787,0,0.087545895,0.601033227,0.944444444,0.62369217
"pmi,clpB,polC,scpB,group",0.119318182,0.176136364,0,0,0.218032787,0,0.087587776,0.601075109,0.936936937,0.623168763
"pmi,clpB,purL,scpB,group",0.119318182,0.176136364,0,0,0.218032787,0,0.087587776,0.601075109,0.936936937,0.623168763
"pmi,hprK,pbpA,thiM,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.026217699,0.601105926,0.938438438,0.59928486
"pmi,hprK,polC,rarA,group",0.119318182,0.060606061,0,0.090909091,0.218032787,0,0.112269827,0.601135948,0.948948949,0.632562547
"pmi,clpB,recG,dinG,group",0.119318182,0.231060606,0,0,0.18852459,0,0.062333347,0.601236725,0.906906907,0.61278326
"pmi,clpB,dinG,secF,group",0.119318182,0.231060606,0,0,0.18852459,0,0.062333347,0.601236725,0.906906907,0.61278326
"pmi,clpB,murC,thiM,group",0.060606061,0.176136364,0,0.090909091,0.216393443,0,0.057209867,0.601254825,0.906906907,0.611510554
"pmi,clpB,pbpA,drm,group",0.119318182,0.176136364,0,0,0.18852459,0,0.117421228,0.601400364,0.947447447,0.635196112
"pmi,clpB,gmk,drm,group",0.119318182,0.176136364,0,0,0.18852459,0,0.117435189,0.601414324,0.923423423,0.635113469
"pmi,hprK,scrB,sua5,group",0.176136364,0.119318182,0,0.090909091,0.127868852,0,0.087476093,0.601708582,0.954954955,0.622909814
"pmi,hprK,pdhD,aroA,group",0.060606061,0.119318182,0,0.090909091,0.273770492,0,0.057126105,0.60172993,0.944444444,0.611323229
"pmi,hprK,pdhD,obgE,group",0.060606061,0.119318182,0,0.090909091,0.273770492,0,0.057126105,0.60172993,0.929429429,0.611268133
"pmi,clpB,thiI,ctrA,group",0,0.231060606,0,0.090909091,0.217486339,0,0.062333347,0.601789383,0.926426426,0.613598673
"pmi,clpB,ctaA,odhB,group",0,0.176136364,0,0.090909091,0.18852459,0,0.146361212,0.601931257,0.908408408,0.645515501
"pmi,hprK,scpB,tdk,group",0.119318182,0.176136364,0,0.090909091,0.158469945,0,0.057112144,0.601945726,0.957957958,0.611246095
"pmi,clpB,pnpA,thiM,group",0.119318182,0.176136364,0,0.090909091,0.158469945,0,0.057209867,0.602043449,0.911411411,0.611113866
"pmi,clpB,pycA,thiM,group",0.119318182,0.176136364,0,0.090909091,0.158469945,0,0.057209867,0.602043449,0.906906907,0.611097337
"pmi,clpB,recG,thiM,group",0.119318182,0.176136364,0,0.090909091,0.158469945,0,0.057209867,0.602043449,0.906906907,0.611097337
"phoA,hprK,groEL,sua5,group",0.176136364,0.060606061,0,0.090909091,0.217486339,0,0.0569865,0.602124354,0.957957958,0.609416924
"phoA,clpB,mntC,odhB,group",0,0.119318182,0,0.177489177,0.18852459,0,0.116862811,0.60219476,0.956456456,0.631862834
"pmi,clpB,dinG,murZ,group",0.060606061,0.231060606,0,0,0.218032787,0,0.092571652,0.602271105,0.906906907,0.625526851
"pmi,clpB,abcA,priA,group",0,0.231060606,0,0.090909091,0.218032787,0,0.062333347,0.602335831,0.945945946,0.612948546
"pmi,clpB,rpoC,thiI,group",0,0.231060606,0,0.090909091,0.218032787,0,0.062333347,0.602335831,0.953453453,0.612976094
"pmi,clpB,coaBC,birA,group",0.060606061,0.176136364,0,0.090909091,0.217486339,0,0.057223828,0.602361682,0.906906907,0.61082186
"pmi,hprK,mnhD_1,polC,group",0.176136364,0.060606061,0,0.090909091,0.158469945,0,0.116332314,0.602453775,0.954954955,0.633774648
"phoA,hprK,mnhD_1,dinG,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.086345297,0.602521403,0.962462462,0.620099943
"phoA,hprK,birA,metK,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.05665145,0.60258946,0.938438438,0.608166256
"phoA,hprK,odhB,tdk,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.086875794,0.602759159,0.941441441,0.620540707
"pmi,hprK,abcA,gmk,group",0.119318182,0.119318182,0,0.090909091,0.246994536,0,0.026231659,0.60277165,0.956456456,0.599097536
"pmi,clpB,pbpA,birA,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.057209867,0.602894169,0.921921922,0.610876955
"pmi,clpB,aroA,thiM,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.057209867,0.602894169,0.924924925,0.611593197
"pmi,clpB,obgE,thiM,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.057209867,0.602894169,0.906906907,0.611527082
"pmi,clpB,aroA,dnaI,group",0.060606061,0.119318182,0,0.090909091,0.274863388,0,0.057209867,0.602906589,0.926426426,0.611301191
"pmi,clpB,gmk,birA,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.057223828,0.60290813,0.906906907,0.610827369
"phoA,hprK,qoxB,odhB,group",0.119318182,0.060606061,0,0.090909091,0.245355191,0,0.086875794,0.603064319,0.938438438,0.620606822
"phoA,hprK,odhB,murC,group",0.119318182,0.060606061,0,0.090909091,0.245355191,0,0.086875794,0.603064319,0.947447447,0.620639879
"pmi,clpB,birA,murZ,group",0,0.231060606,0,0.090909091,0.18852459,0,0.092571652,0.603065939,0.906906907,0.62516873
"phoA,clpB,abcA,birA,group",0,0.176136364,0,0.177489177,0.218032787,0,0.031410981,0.603069309,0.953453453,0.598502504
"pmi,hprK,nusA,groEL,group",0.176136364,0.176136364,0,0,0.18852459,0,0.062291466,0.603088783,0.953453453,0.612965075
"pmi,clpB,qoxB,dinG,group",0.119318182,0.176136364,0,0,0.245355191,0,0.062333347,0.603143084,0.906906907,0.613196476
"pmi,clpB,fhuA_2~~~fhuA_1,dinG,group",0.119318182,0.176136364,0,0,0.245355191,0,0.062347308,0.603157044,0.95045045,0.613361763
"pmi,hprK,priA,metK,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.087155003,0.603331108,0.929429429,0.622424974
"phoA,clpB,qoxB,dnaI,group",0.119318182,0.060606061,0,0.090909091,0.301092896,0,0.031410981,0.603337211,0.917417417,0.599141612
"pmi,clpB,birA,secF,group",0.060606061,0.231060606,0,0.090909091,0.158469945,0,0.062333347,0.60337905,0.906906907,0.612403101
"pmi,clpB,dinG,tdk,group",0.060606061,0.231060606,0,0.090909091,0.158469945,0,0.062333347,0.60337905,0.906906907,0.613108323
"pmi,clpB,gatA,sua5,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.117393307,0.603514768,0.927927928,0.634755348
"pmi,clpB,pitA,drm,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.117435189,0.603556649,0.941441441,0.634821463
"phoA,hprK,pdhD,mqo1,group",0.119318182,0.060606061,0,0.090909091,0.245355191,0,0.087434211,0.603622736,0.951951952,0.621559974
"pmi,clpB,thiI,tdk,group",0,0.231060606,0,0.177489177,0.127868852,0,0.067442867,0.603861503,0.926426426,0.614821794
"pmi,hprK,abcA,tdk,group",0.060606061,0.176136364,0,0.177489177,0.158469945,0,0.031424942,0.604126489,0.954954955,0.601036897
"phoA,hprK,coaBC,odhB,group",0.119318182,0.060606061,0,0.090909091,0.246448087,0,0.086875794,0.604157215,0.947447447,0.620650898
"phoA,clpB,nusA,groEL,group",0.119318182,0.176136364,0,0,0.246448087,0,0.062277506,0.604180138,0.945945946,0.611141414
"pmi,clpB,pnpA,dnaI,group",0.119318182,0.119318182,0,0.090909091,0.217486339,0,0.057209867,0.604241661,0.911411411,0.610860427
"pmi,clpB,pycA,dnaI,group",0.119318182,0.119318182,0,0.090909091,0.217486339,0,0.057209867,0.604241661,0.908408408,0.610849407
"phoA,clpB,coaBC,dnaI,group",0.119318182,0.060606061,0,0.090909091,0.302185792,0,0.031410981,0.604430107,0.917417417,0.599152631
"pmi,clpB,qoxA,birA,group",0,0.176136364,0,0.177489177,0.18852459,0,0.062333347,0.604483479,0.906906907,0.612458196
"pmi,hprK,scpB,alaS,group",0.176136364,0.119318182,0,0,0.246994536,0,0.062235624,0.604684705,0.954954955,0.613538068
"phoA,hprK,gmk,odhB,group",0.119318182,0.060606061,0,0.090909091,0.246994536,0,0.086875794,0.604703663,0.938438438,0.620623351
"phoA,clpB,cysS,metK,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.145551507,0.604909431,0.954954955,0.643300662
"phoA,hprK,odhB,secF,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.086875794,0.604945839,0.947447447,0.620243192
"pmi,hprK,coaBC,dnaI,group",0.176136364,0.060606061,0,0.090909091,0.245901639,0,0.031438902,0.604992057,0.930930931,0.601064445
"phoA,hprK,pdhD,tgt,group",0.060606061,0.119318182,0,0.177489177,0.216393443,0,0.031313258,0.605120121,0.936936937,0.598414351
"phoA,clpB,mnhD_1,purL,group",0.119318182,0.060606061,0,0.090909091,0.218032787,0,0.116318354,0.605184474,0.95045045,0.632028121
"phoA,clpB,mnhD_1,priA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.116332314,0.605198434,0.951951952,0.632022611
"pmi,hprK,purL,metK,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.087141042,0.605211087,0.930930931,0.622452521
"phoA,clpB,birA,mqo1,group",0.060606061,0.119318182,0,0.090909091,0.246994536,0,0.087531934,0.605359803,0.947447447,0.621604051
"phoA,hprK,scpB,dnaI,group",0.176136364,0.060606061,0,0.090909091,0.246448087,0,0.031313258,0.605412861,0.965465465,0.599081007
"pmi,hprK,coaBC,drm,group",0.176136364,0.119318182,0,0,0.217486339,0,0.092487889,0.605428774,0.944444444,0.625637042
"pmi,hprK,pbpA,dnaI,group",0.176136364,0.060606061,0,0.090909091,0.246448087,0,0.031424942,0.605524544,0.93993994,0.601097503
"pmi,hprK,birA,ctrA,group",0.060606061,0.176136364,0,0.090909091,0.246448087,0,0.031424942,0.605524544,0.929429429,0.601720082
"phoA,clpB,scrB,sua5,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.087462132,0.605532177,0.956456456,0.621190834
"phoA,clpB,polC,odhB,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.11684885,0.605714971,0.926426426,0.632132802
"phoA,clpB,scpB,drm,group",0.119318182,0.176136364,0,0,0.218032787,0,0.092459968,0.605947301,0.957957958,0.623526884
"pmi,hprK,pbpA,drm,group",0.176136364,0.119318182,0,0,0.218032787,0,0.092473929,0.605961261,0.953453453,0.625670099
"pmi,hprK,gmk,drm,group",0.176136364,0.119318182,0,0,0.218032787,0,0.092487889,0.605975222,0.935435435,0.625609494
"pmi,hprK,qoxA,thiM,group",0.119318182,0.119318182,0,0.177489177,0.158469945,0,0.031424942,0.606020428,0.929429429,0.600948745
"pmi,hprK,rpoC,birA,group",0.060606061,0.176136364,0,0.090909091,0.246994536,0,0.031424942,0.606070992,0.956456456,0.601119541
"pmi,clpB,rpoC,groEL,group",0.060606061,0.231060606,0,0,0.246994536,0,0.067442867,0.606104069,0.951951952,0.61536173
"phoA,clpB,dnaI,tdk,group",0.060606061,0.119318182,0,0.177489177,0.217486339,0,0.031410981,0.60631074,0.917417417,0.599097536
"pmi,hprK,abcA,secF,group",0.119318182,0.176136364,0,0.090909091,0.18852459,0,0.031424942,0.606313168,0.957957958,0.600728363
"pmi,hprK,dinG,thiM,group",0.119318182,0.176136364,0,0.090909091,0.18852459,0,0.031424942,0.606313168,0.929429429,0.601306865
"pmi,hprK,abcA,qoxB,group",0.119318182,0.119318182,0,0.090909091,0.245355191,0,0.031424942,0.606325588,0.956456456,0.60113056
"pmi,hprK,abcA,murC,group",0.119318182,0.119318182,0,0.090909091,0.245355191,0,0.031424942,0.606325588,0.957957958,0.601136069
"pmi,hprK,pitA,dnaI,group",0.119318182,0.060606061,0,0.177489177,0.217486339,0,0.031438902,0.606338661,0.948948949,0.600766929
"pmi,clpB,mnh_A1,mqo1,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.117532912,0.606399032,0.963963964,0.635377928
"pmi,clpB,scpB,scrB,group",0.119318182,0.231060606,0,0,0.158469945,0,0.097653251,0.606501984,0.938438438,0.626705895
"pmi,hprK,mntC,pdhD,group",0.060606061,0.119318182,0,0.177489177,0.186885246,0,0.062249585,0.60654825,0.954954955,0.612617973
"pmi,clpB,cysS,mqo1,group",0.119318182,0.119318182,0,0,0.18852459,0,0.179601011,0.606761965,0.954954955,0.659597913
"phoA,hprK,nusA,sua5,group",0.176136364,0.119318182,0,0.090909091,0.158469945,0,0.062026218,0.606859799,0.945945946,0.610948579
"pmi,hprK,scpB,thiI,group",0.119318182,0.176136364,0,0.090909091,0.158469945,0,0.062235624,0.607069206,0.959459459,0.612761222
"phoA,clpB,recG,dnaI,group",0.119318182,0.119318182,0,0.090909091,0.246448087,0,0.031410981,0.607404523,0.917417417,0.598766963
"pmi,hprK,dnaI,prfA,group",0.119318182,0.119318182,0,0.090909091,0.246448087,0,0.031424942,0.607418484,0.930930931,0.601731101
"pmi,hprK,fmt,gatA,group",0.060606061,0.176136364,0,0.090909091,0.217486339,0,0.062305426,0.60744328,0.927927928,0.61290447
"pmi,clpB,fmt,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.217486339,0,0.062347308,0.607485162,0.906906907,0.613549087
"phoA,hprK,dnaI,thiM,group",0.176136364,0.060606061,0,0.177489177,0.187978142,0,0.005277045,0.607486789,0.93993994,0.588701013
"pmi,clpB,priA,drm,group",0.060606061,0.231060606,0,0,0.18852459,0,0.127319177,0.607510434,0.929429429,0.63902525
"pmi,clpB,mntC,dnaI,group",0.060606061,0.119318182,0,0.177489177,0.187978142,0,0.062333347,0.607724909,0.947447447,0.612634502
"phoA,hprK,odhB,thiI,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.091915511,0.607798877,0.947447447,0.62185198
"phoA,hprK,metK,sua5,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.091929472,0.607812837,0.942942943,0.622540674
"phoA,clpB,dnaI,murZ,group",0.060606061,0.119318182,0,0.090909091,0.274863388,0,0.062151862,0.607848583,0.917417417,0.611730936
"pmi,hprK,abcA,murZ,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.062165822,0.607850124,0.951951952,0.613648259
"pmi,hprK,gmk,birA,group",0.119318182,0.119318182,0,0.090909091,0.246994536,0,0.031438902,0.607978892,0.929429429,0.601053426
"pmi,clpB,abcA,polC,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.062319387,0.608003689,0.945945946,0.612981604
"pmi,clpB,abcA,purL,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.062319387,0.608003689,0.945945946,0.612981604
"pmi,clpB,mfd,fmt,group",0.060606061,0.119318182,0,0.090909091,0.274863388,0,0.062347308,0.608044029,0.954954955,0.613433387
"pmi,clpB,thiI,murZ,group",0,0.231060606,0,0.090909091,0.18852459,0,0.097597409,0.608091696,0.926426426,0.627223792
"phoA,clpB,nusA,metK,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.092222641,0.608398746,0.926426426,0.622259687
"pmi,clpB,recG,thiI,group",0.060606061,0.231060606,0,0.090909091,0.158469945,0,0.067442867,0.60848857,0.924924925,0.614485711
"pmi,clpB,qoxA,drm,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.122377183,0.608498644,0.923423423,0.636705729
"phoA,clpB,fhuA_2~~~fhuA_1,dnaI,group",0.119318182,0.060606061,0,0.090909091,0.301092896,0,0.036604264,0.608530493,0.957957958,0.601345432
"phoA,clpB,abcA,drm,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.092459968,0.608636074,0.963963964,0.623196311
"pmi,hprK,abcA,thiI,group",0.060606061,0.176136364,0,0.177489177,0.158469945,0,0.036618224,0.609319771,0.960960961,0.602403266
"pmi,hprK,birA,tdk,group",0.060606061,0.176136364,0,0.177489177,0.158469945,0,0.036618224,0.609319771,0.932432432,0.603003807
"pmi,clpB,pitA,metK,group",0,0.176136364,0,0.177489177,0.158469945,0,0.0973182,0.609413687,0.929429429,0.626044749
"phoA,clpB,mnh_A1,pdhD,group",0,0.119318182,0,0.177489177,0.245355191,0,0.067331183,0.609493734,0.95045045,0.612810808
"pmi,hprK,mnh_A1,scpB,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.062235624,0.609813866,0.963963964,0.613213005
"pmi,clpB,dinG,alaS,group",0.119318182,0.176136364,0,0,0.246994536,0,0.067442867,0.609891948,0.906906907,0.6152295
"pmi,clpB,cysS,dinG,group",0.119318182,0.176136364,0,0,0.18852459,0,0.126397789,0.610376924,0.95045045,0.638066588
"pmi,hprK,pitA,drm,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.092487889,0.610557934,0.953453453,0.625328507
"pmi,hprK,pknB,odhB,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.121832726,0.610698846,0.938438438,0.636275984
"pmi,hprK,fmt,ctrA,group",0.060606061,0.176136364,0,0.090909091,0.246448087,0,0.036632184,0.610731787,0.929429429,0.603775144
"pmi,hprK,fmt,prfA,group",0.060606061,0.176136364,0,0.090909091,0.246448087,0,0.036632184,0.610731787,0.929429429,0.603775144
"phoA,clpB,dinG,drm,group",0.119318182,0.176136364,0,0,0.218032787,0,0.097485725,0.610973058,0.941441441,0.625455227
"pmi,clpB,cysS,scpB,group",0.119318182,0.176136364,0,0,0.18852459,0,0.127026008,0.611005144,0.962462462,0.638529391
"pmi,clpB,polC,drm,group",0.119318182,0.176136364,0,0,0.18852459,0,0.127305217,0.611284353,0.932432432,0.639041779
"pmi,clpB,purL,drm,group",0.119318182,0.176136364,0,0,0.18852459,0,0.127305217,0.611284353,0.923423423,0.639008722
"pmi,clpB,nusA,mqo1,group",0.119318182,0.176136364,0,0,0.18852459,0,0.127347098,0.611326234,0.95045045,0.639124422
"phoA,hprK,pdhD,dinG,group",0.119318182,0.119318182,0,0.090909091,0.245355191,0,0.03650654,0.611407186,0.938438438,0.600849573
"pmi,clpB,qoxB,thiI,group",0.060606061,0.176136364,0,0.090909091,0.216393443,0,0.067442867,0.611487825,0.924924925,0.614909946
"pmi,hprK,purL,thiM,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.036604264,0.61149249,0.932432432,0.603361928
"pmi,clpB,fhuA_2~~~fhuA_1,thiI,group",0.060606061,0.176136364,0,0.090909091,0.216393443,0,0.067456827,0.611501785,0.953453453,0.615020137
"pmi,hprK,recG,birA,group",0.119318182,0.176136364,0,0.090909091,0.18852459,0,0.036618224,0.61150645,0.929429429,0.602673234
"pmi,hprK,priA,thiM,group",0.119318182,0.176136364,0,0.090909091,0.18852459,0,0.036618224,0.61150645,0.930930931,0.603361928
"pmi,hprK,qoxA,dnaI,group",0.119318182,0.060606061,0,0.177489177,0.217486339,0,0.036618224,0.611517983,0.930930931,0.602744858
"pmi,hprK,qoxB,birA,group",0.119318182,0.119318182,0,0.090909091,0.245355191,0,0.036618224,0.61151887,0.929429429,0.603080941
"pmi,hprK,birA,murC,group",0.119318182,0.119318182,0,0.090909091,0.245355191,0,0.036618224,0.61151887,0.929429429,0.603080941
"pmi,hprK,pitA,fmt,group",0.060606061,0.119318182,0,0.177489177,0.217486339,0,0.036632184,0.611531943,0.945945946,0.602783425
"pmi,clpB,trkA,sua5,group",0.119318182,0.176136364,0,0.090909091,0.127868852,0,0.097513646,0.611746135,0.932432432,0.626788538
"phoA,clpB,dinG,groEL,group",0.119318182,0.176136364,0,0,0.274863388,0,0.041783585,0.612101519,0.933933934,0.603273775
"pmi,hprK,dinG,groEL,group",0.176136364,0.176136364,0,0,0.218032787,0,0.041797546,0.61210306,0.944444444,0.605141513
"pmi,clpB,rarA,prfA,group",0,0.176136364,0,0.090909091,0.218032787,0,0.127109771,0.612188012,0.926426426,0.639008722
"pmi,clpB,pitA,rarA,group",0,0.119318182,0,0.177489177,0.18852459,0,0.127123731,0.612455681,0.938438438,0.637978436
"phoA,clpB,rpoC,sua5,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.067177619,0.612861921,0.959459459,0.613471954
"pmi,clpB,coaBC,metK,group",0.060606061,0.176136364,0,0.090909091,0.187978142,0,0.0973182,0.612947857,0.905405405,0.626342264
"pmi,clpB,polC,birA,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.067428906,0.613113209,0.906906907,0.614854851
"pmi,clpB,purL,birA,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.067428906,0.613113209,0.906906907,0.614854851
"pmi,clpB,mnh_A1,dinG,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.067442867,0.613127169,0.945945946,0.615003609
"pmi,clpB,rnc,sua5,group",0.060606061,0.176136364,0,0.090909091,0.187978142,0,0.097513646,0.613143304,0.927927928,0.627207264
"pmi,clpB,typA,sua5,group",0.060606061,0.176136364,0,0.090909091,0.187978142,0,0.097513646,0.613143304,0.927927928,0.627207264
"pmi,clpB,fmt,aroA,group",0.060606061,0.119318182,0,0.090909091,0.274863388,0,0.067456827,0.613153549,0.924924925,0.615339691
"pmi,clpB,fmt,obgE,group",0.060606061,0.119318182,0,0.090909091,0.274863388,0,0.067456827,0.613153549,0.906906907,0.615273577
"pmi,hprK,nusA,scpB,group",0.176136364,0.176136364,0,0,0.18852459,0,0.07235694,0.613154258,0.963963964,0.617141314
"pmi,hprK,abcA,alaS,group",0.119318182,0.119318182,0,0.090909091,0.246994536,0,0.036618224,0.613158214,0.957957958,0.603202151
"pmi,clpB,qoxB,groEL,group",0.119318182,0.176136364,0,0,0.245355191,0,0.072538426,0.613348163,0.924924925,0.617290072
"pmi,clpB,fhuA_2~~~fhuA_1,groEL,group",0.119318182,0.176136364,0,0,0.245355191,0,0.072552387,0.613362123,0.956456456,0.617411282
"pmi,clpB,pbpA,metK,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.09730424,0.613480345,0.92042042,0.62639736
"pmi,clpB,gmk,metK,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.0973182,0.613494306,0.905405405,0.626347774
"pmi,clpB,abcA,scrB,group",0.060606061,0.231060606,0,0.090909091,0.158469945,0,0.072524466,0.613570169,0.951951952,0.616590359
"pmi,clpB,mntB,sua5,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.097513646,0.613689752,0.957957958,0.627322964
"pmi,clpB,plsY,sua5,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.097513646,0.613689752,0.927927928,0.627212773
"pmi,hprK,gatA,cbiO_1,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.097541567,0.613717673,0.93993994,0.627267869
"pmi,clpB,carB,cbiO_1,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.097583449,0.613759554,0.936936937,0.627273378
"pmi,clpB,pitA,cbiO_1,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.097597409,0.613773514,0.941441441,0.627295417
"phoA,clpB,abcA,metK,group",0,0.176136364,0,0.177489177,0.18852459,0,0.072063771,0.614213903,0.951951952,0.614287367
"phoA,hprK,birA,dnaI,group",0.119318182,0.060606061,0,0.177489177,0.246448087,0,0.010540129,0.614401637,0.93993994,0.590524675
"pmi,clpB,qoxA,metK,group",0,0.176136364,0,0.177489177,0.158469945,0,0.102316036,0.614411523,0.905405405,0.627929015
"pmi,hprK,birA,thiI,group",0.060606061,0.176136364,0,0.177489177,0.158469945,0,0.041797546,0.614499093,0.938438438,0.604364666
"pmi,clpB,mnh_A1,thiI,group",0,0.176136364,0,0.177489177,0.18852459,0,0.072538426,0.614688557,0.953453453,0.616656474
"phoA,clpB,pbpA,sua5,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.067177619,0.61475586,0.935435435,0.613383801
"pmi,hprK,mfd,sua5,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.06720554,0.614783781,0.960960961,0.615675774
"pmi,hprK,murD,sua5,group",0.119318182,0.119318182,0,0.090909091,0.187978142,0,0.097513646,0.615037243,0.935435435,0.627240321
"pmi,clpB,coaBC,rarA,group",0.060606061,0.119318182,0,0.090909091,0.217486339,0,0.127123731,0.615443403,0.926426426,0.638314518
"pmi,hprK,qoxA,drm,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.097499686,0.615569731,0.935435435,0.627240321
"pmi,clpB,scpB,ctrA,group",0.060606061,0.231060606,0,0,0.246448087,0,0.07748042,0.615595175,0.936936937,0.619967714
"phoA,clpB,metK,mqo1,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.126956206,0.615822326,0.947447447,0.636915092
"pmi,clpB,pdhD,atpB_2,group",0,0.231060606,0,0.090909091,0.216393443,0,0.077494381,0.615857521,0.906906907,0.619499402
"phoA,clpB,scpB,rarA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.126998087,0.615864208,0.956456456,0.636435761
"phoA,clpB,abcA,groEL,group",0.060606061,0.176136364,0,0.090909091,0.246448087,0,0.041783585,0.615883188,0.959459459,0.603003807
"pmi,hprK,purL,dnaI,group",0.176136364,0.060606061,0,0.090909091,0.246448087,0,0.041783585,0.615883188,0.933933934,0.605163551
"pmi,clpB,pbpA,rarA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.127109771,0.615975891,0.941441441,0.638369614
"pmi,hprK,purL,drm,group",0.176136364,0.119318182,0,0,0.218032787,0,0.102497522,0.615984854,0.938438438,0.629570861
"pmi,clpB,gmk,rarA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.127123731,0.615989852,0.926426426,0.638320028
"pmi,hprK,priA,drm,group",0.119318182,0.176136364,0,0,0.218032787,0,0.102511482,0.615998815,0.941441441,0.62958739
"phoA,hprK,abcA,sua5,group",0.119318182,0.119318182,0,0.177489177,0.158469945,0,0.041532297,0.616127784,0.959459459,0.602833011
"phoA,hprK,tgt,sua5,group",0.119318182,0.119318182,0,0.177489177,0.158469945,0,0.041532297,0.616127784,0.942942943,0.602772406
"pmi,clpB,rpoC,scpB,group",0.060606061,0.231060606,0,0,0.246994536,0,0.07748042,0.616141623,0.957957958,0.61952144
"pmi,clpB,groEL,drm,group",0.119318182,0.176136364,0,0,0.18852459,0,0.132247211,0.616226347,0.932432432,0.64099216
"pmi,clpB,nusA,dinG,group",0.119318182,0.231060606,0,0,0.18852459,0,0.077536262,0.61643964,0.921921922,0.618838256
"phoA,clpB,odhB,gatA,group",0,0.176136364,0,0.090909091,0.218032787,0,0.131605031,0.616683273,0.917417417,0.637912321
"phoA,clpB,fmt,tgt,group",0.060606061,0.119318182,0,0.177489177,0.217486339,0,0.041783585,0.616683344,0.914414414,0.602485909
"pmi,hprK,groEL,thiM,group",0.176136364,0.119318182,0,0.090909091,0.18852459,0,0.041797546,0.616685772,0.944444444,0.605455557
"pmi,hprK,pnpA,sua5,group",0.176136364,0.119318182,0,0.090909091,0.158469945,0,0.072287138,0.61712072,0.93993994,0.617168862
"pmi,hprK,pycA,sua5,group",0.176136364,0.119318182,0,0.090909091,0.158469945,0,0.072287138,0.61712072,0.935435435,0.617152334
"pmi,hprK,recG,sua5,group",0.176136364,0.119318182,0,0.090909091,0.158469945,0,0.072287138,0.61712072,0.935435435,0.617152334
"pmi,hprK,mnh_A1,birA,group",0.060606061,0.119318182,0,0.177489177,0.218032787,0,0.041797546,0.617243753,0.956456456,0.604866035
"pmi,clpB,mnhD_1,atpB_2,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.131130377,0.617251837,0.945945946,0.640242861
